pakkumine;pakkumine;;85200
sündimine;sündimine;;85200
kaitsmine;kaitsmine;;85200
läbi_viimine;läbi_viimine;;85200
vallutamine;vallutamine;;85200
loobumine;loobumine;;85200
läbi_viimine;läbi_viimine;;85200
lüiasaamine;lüia_saamine;;85200
helistamine;helistamine;;85200
andmine;andmine;;85200
kuuletumine;kuuletumine;;85200
kuuletumine;kuuletumine;;85200
otsustamine;otsustamine;;85200
vallutamine;vallutamine;;85200
võrdlemine;võrdlemine;;85200
teadmine;teadmine;;85200
vallutamine;vallutamine;;85200
helistamine;helistamine;;85200
vallutamine;vallutamine;;85200
vallutamine;vallutamine;;85200
uurimine;uurimine;;85200
aitamine;aitamine;;85200
tegemine;tegemine;;85200
lainetamine;lainetamine;;85200
mõtlemine;mõtlemine;;85200
abi_ellumine;abiellumine;;85200
kaitsmine;kaitsmine;;85200
tahtmine;tahtmine;;85200
müristamine;müristamine;;85200
müristamine;müristamine;;85200
müristamine;müristamine;;85200
müristamine;müristamine;;85200
ostmine;ostmine;;85200
ehitamine;ehitamine;;85200
tahtmine;tahtmine;;85200
unistamine;unistamine;;85200
söömine;söömine;;85200
joomine;joomine;;85200
õlle_joomine;õlle_joomine;;85200
võtmine;võtmine;;85200
veetmine;veetmine;;85200
vaatamine;vaatamine;;85200
nautimine;nautimine;;85200
teadmine;teadmine;;85200
haigestumine;haigestumine;;85200
söömine;söömine;;85200
astumine;astumine;;85200
ähkimine;ähkimine;;85200
sajatamine;sajatamine;;85200
pardi_laskmine;pardi_laskmine;;85200
hankimine;hankimine;;85200
prääksumine;prääksumine;;85200
prääksumine;prääksumine;;85200
teadmine;teadmine;;85200
ammumine;ammumine;;85200
välja_nägemine;välja_nägemine;;85200
päevitamine;päevitamine;;85200
suitsetamine;suitsetamine;;85200
hingamine;hingamine;;85200
tegemine;tegemine;;85200
ronimine;ronimine;;85200
käimine;käimine;;85200
mõistmine;mõistmine;;85200
rahva_valgustamine;rahva_valgustamine;;85200
rahva_valgustamine;rahva_valgustamine;;85200
rahva_valgustamine;rahva_valgustamine;;85200
augu_kaevamine;augu_kaevamine;;85200
olemine;olemine;;85200
söömine;söömine;;85200
laulu_loomine;laulu_loomine;;85200
mõtlemine;mõtlemine;;85200
maja_pidamine;maja_pidamine;;85200
